title,company,location,description,salary_min,salary_max,contract_type,created,redirect_url,category,specialty,source_country,query,query_type,remote_friendly,international
Conducteur de Travaux en Génie Civil,Ucetia consulting,"Hauts-De-France, France","Le poste Vous recherchez de nouveaux défis professionnels ? Vous aspirez à travailler sur des projets techniques et d’envergure dans le domaine du génie civil ? Ne cherchez plus ! Nous avons une opportunité faite pour vous, mêlant expertise, responsabilités et diversité des missions. En tant que Conducteur de Travaux Principal , vous interviendrez auprès d’une entreprise spécialisée en travaux publics et génie civil, sur différents projets structurants dans les Hauts-de-France. À ce titre, vous…",,,,2025-04-21T04:50:28Z,https://www.adzuna.fr/land/ad/5154917932?se=Aor_DfEo8BGFil_oKXcHCQ&utm_medium=api&utm_source=e1ad5111&v=82FA34BA1CAFA96ACA4B6342BF851907AE22F0E6,Unknown,génie civil,fr,génie civil,standard,False,False
Ingénieur/Ingénieure Génie Civil,PRIME ENGINEERING,"Provence-Alpes-Côte d'Azur, France","Créé en 2013, Prime Engineering intervient dans le domaine de l’ingénierie et du conseil en management de projet et compte désormais plus de 700 collaborateurs répartis sur nos 10 agences (Paris, Lyon, Nantes, Lille, Aix, Bordeaux, Grenoble, Tours, Varsovie, et Toulouse) . Labélisée « Great Place To Work » depuis 2016, Prime Engineering représente aujourd’hui l’un des acteurs majeurs du conseil opérationnel en Ingénierie en France. L’équipe Prime Engineering est composée à 80% d’ingénieurs . Ch…",,,,2025-03-28T03:32:20Z,https://www.adzuna.fr/land/ad/5114760969?se=Aor_DfEo8BGFil_oKXcHCQ&utm_medium=api&utm_source=e1ad5111&v=C3BC9014C52320065E0FEE44CA195ED1368B7AD4,Unknown,génie civil,fr,génie civil,standard,False,False
Conducteur de travaux Génie Civil,Manpower France,"Toulouse, Haute-Garonne","Rejoignez une PME familiale dynamique et en pleine croissance ! Implantée historiquement dans le tissu toulousain, cette entreprise compte plus d’une centaine de collaborateurs. Entreprise où l’humain est au cœur des process, ils valorisent l'entraide, le sens du service et l'engagement de chacun pour contribuer à des projets de qualité et renforcer leur réputation locale. Après 60 ans d’existence, prenez part au développement de cette entité incontournable de la ville rose. En tant que Conduct…",,,,2025-04-27T06:57:55Z,https://www.adzuna.fr/land/ad/5165177866?se=Aor_DfEo8BGFil_oKXcHCQ&utm_medium=api&utm_source=e1ad5111&v=47C835F0A362C06AD0785F1524E1E3B98AE27878,Unknown,génie civil,fr,génie civil,standard,False,False
Ouvrier Génie Civil H/F,SPIE BATIGNOLLES,"Bordeaux, Gironde","- Participer à la préparation des chantiers en collaboration avec l'équipe. - Réaliser des travaux de terrassement, de maçonnerie, de bétonnage, etc. - Effectuer des tâches d'assistance aux compagnons et aux chefs de chantier. - Respecter les consignes de sécurité sur le chantier. - Contribuer au maintien de l'ordre et de la propreté sur le site.",486,1802,,2025-04-23T06:03:15Z,https://www.adzuna.fr/land/ad/5157400037?se=Aor_DfEo8BGFil_oKXcHCQ&utm_medium=api&utm_source=e1ad5111&v=146C4D0D94F9E671F33357866B159B2910734863,Emplois Industrie et Construction,génie civil,fr,génie civil,standard,False,False
Ingénieur Génie Civil H/F,Assystem,"Rhône, Auvergne-Rhône-Alpes","Votre future équipe Sous la responsabilité de Ha, Pilote Technique, vous rejoignez l'équipe Génie Civil qui relève le défi de notre époque : le projet EPR2 ! Vos missions Explorez l'ingénierie nucléaire d'EDF, menée par Edvance pour le projet EPR2 et portée par Assystem au sein de l'équipe Mécanique/GC. En tant qu'Ingénieur(e) Génie Civil, vous concevez, analysez et supervisez la construction de structures nécessaires aux installations nucléaires, garantissant leur sûreté et leur durabilité. Vo…",,,,2025-05-03T07:04:35Z,https://www.adzuna.fr/land/ad/5177914532?se=Aor_DfEo8BGFil_oKXcHCQ&utm_medium=api&utm_source=e1ad5111&v=927E994684FC4EAAF09647668152DB2074310913,Unknown,génie civil,fr,génie civil,standard,False,False
Ingénieur Génie Civil H/F,Aldebaran Group,"Pyrénées-Atlantiques, Nouvelle-Aquitaine","Ingénieur Génie Civil - ref. JOB-1328 Récapitulatif Prêt à relever des défis passionnants dans le domaine de l'Energie ? Nous recherchons un ingénieur génie civil (et structure) pour intervenir sur des projets de processus de production de gaz ou fluides dans le domaine des énergies. Vous assurez la conception, la validation et le suivi des études de génie civil afin de garantir la conformité technique et réglementaire des infrastructures. Vos missions * Contribuer à la définition et à la réali…",60000,80000,,2025-04-29T05:50:35Z,https://www.adzuna.fr/land/ad/5167804375?se=Aor_DfEo8BGFil_oKXcHCQ&utm_medium=api&utm_source=e1ad5111&v=2AED17DEE10EFD85276E662D57B6E36AE5C01750,Unknown,génie civil,fr,génie civil,standard,False,False
Chargé d'affaires Génie Civil,CEA,"Bagnols-sur-Cèze, Nîmes","La Direction du CEA MARCOULE exerce ses responsabilités par délégation de l'Administrateur général, comme représentant local de l'employeur et exploitant ou responsable d'installations et activités, réglementées ou non, et comme chef d'établissement au sens du droit du travail, pour les unités présentes sur le centre. Le poste à pourvoir relève du Service Technique et Logistique (STL) rattaché à la Direction du Centre CEA de Marcoule qui assure : 1. le support non nucléaire pour le site de Marc…",,,,2024-10-02T06:51:58Z,https://www.adzuna.fr/land/ad/4885071250?se=Aor_DfEo8BGFil_oKXcHCQ&utm_medium=api&utm_source=e1ad5111&v=6AAB1367FC82243DA5F0D9C1615C6FEF214271D9,Unknown,génie civil,fr,génie civil,standard,False,False
Ingénieur Génie Civil (H/F),PRIME ENGINEERING,"Provence-Alpes-Côte d'Azur, France","Prime Engineering est une société de conseil en management de projet et en ingénierie. Créée en 2013, nous intervenons dans les métiers de l’Energie, des Industries, des Infrastructures de transport et du Bâtiment. Fort de notre croissance nous souhaitons renforcer notre Prime Team, qui compte plus de 700 collaborateurs répartis sur nos 9 agences ! Labélisée « Great Place To Work » depuis 2016, Prime Engineering représente aujourd’hui l’un des acteurs majeurs du conseil opérationnel en ingénier…",,,,2025-04-11T05:27:21Z,https://www.adzuna.fr/land/ad/5139961357?se=Aor_DfEo8BGFil_oKXcHCQ&utm_medium=api&utm_source=e1ad5111&v=42F2D6760A4FE6A9954429625215D15E9DBD3F4E,Unknown,génie civil,fr,génie civil,standard,False,False
Maçon Génie Civil H/F,GROUPE MARC,"Montaigu, La Roche-sur-Yon","Sous la responsabilité de votre Chef de chantier ou Chef d'équipe, vous réalisez les travaux de maçonnerie tout en veillant au respect des règles de sécurité. Vous réalisez des ouvrages en maçonnerie pierre (moellons, barrettes, pierres de taille, pavés etc.), du rejointoiement, du béton armé etc. Exemple de chantier : https://www.marc-sa.fr/actualites/item/construction-d-un-ouvrage-d-art-a-bellengreville-14",,,,2025-02-04T19:20:08Z,https://www.adzuna.fr/land/ad/5036894679?se=Aor_DfEo8BGFil_oKXcHCQ&utm_medium=api&utm_source=e1ad5111&v=B2B573FD5149BF2FF1BE9CCBD19F2A3F3FBB47EB,Emplois Industrie et Construction,génie civil,fr,génie civil,standard,False,False
Ingénieur Génie Civil - Géotechnique H/F,ACXES,"Saint-Cyr-sur-Loire, Tours","ACXES, filiale du groupe Ingérop présent dans l'assistance technique propose un poste de Ingénieur Génie civil / Géotechnique (F/H) pour intervenir dans nos activités nucléaires. Le poste est à pourvoir à Tours. Afin de renforcer nos équipes sur le projet nucléaire, nous ouvrons un poste de Ingénieur Génie civil / Géotechnique en octobre 2025. En appui à la surveillance des études, vous réaliserez les missions suivantes : - La réalisation des études de conception et d'exécution géotechniques su…",40000,46000,,2025-04-02T15:21:41Z,https://www.adzuna.fr/land/ad/5124159548?se=Aor_DfEo8BGFil_oKXcHCQ&utm_medium=api&utm_source=e1ad5111&v=AA8AD5259C03CF8C4585A7720496873A99618B6F,Emplois Informatique,génie civil,fr,génie civil,standard,False,False
Ingénieur Conception Génie Civil H/F,Astron,France,"TES MISSIONS : En tant qu'Ingénieur(e) Conception Génie Civil chez Astron, tu seras un acteur clé dans le développement de notre activité. Voici ce qui t'attend : - Concevoir et développer des études en génie civil conformes aux normes et aux exigences réglementaires en vigueur (Eurocodes), - Réaliser des études de faisabilité, de conception et de calcul, - Effectuer le reporting (planification charge, suivi budget étude) en lien avec les chefs de projet et le responsable d'activité, - Particip…",35000,55000,,2025-04-02T15:21:46Z,https://www.adzuna.fr/land/ad/5124160180?se=Aor_DfEo8BGFil_oKXcHCQ&utm_medium=api&utm_source=e1ad5111&v=825152FF9F18A55B8EFD06CFE7F24E967E3D454E,Unknown,génie civil,fr,génie civil,standard,False,False
Ingenieur Genie Civil Structure H/F,EFOR GROUP,"Rhône, Auvergne-Rhône-Alpes","Convaincus des apports technologiques et méthodologiques d'autres secteurs reconnus pour leur culture de l'innovation et de performance industrielle, nous continuons de soutenir et de renforcer notre activité « Global Industries » en intervenant auprès d'acteurs importants de l'industrie de produits et de procédés. Dans le cadre de notre développement d'activité, nous recherchons un(e) INGENIEUR(E) GENIE CIVIL STRUCTURE (H/F) Rattaché(e) aux opérations techniques, vous êtes en charge de la gest…",37000,45000,,2025-02-04T19:23:08Z,https://www.adzuna.fr/land/ad/5036934743?se=Aor_DfEo8BGFil_oKXcHCQ&utm_medium=api&utm_source=e1ad5111&v=0A4681B3279FA7F958E37669104E1A78234CE6D7,Emplois Informatique,génie civil,fr,génie civil,standard,False,True
Ingénieur Géotechnique Génie Civil H/F,Astron,France,"TES MISSIONS : En tant qu'Ingénieur(e) Géotechnique Génie Civil chez Astron, tu seras un acteur clé dans le développement de notre activité. Voici ce qui t'attend : - Intervenir sur les phases allant de G0 à G5. - Contribuer à des études dans le cadre de projets en cours d'exécution ou en phase de préparation d'appels d'offres. - Participer à l'élaboration de plans et dimensionnement de fondations profondes, fondations spéciales, de murs de soutènement et calcul de stabilité. - Rédiger des note…",30000,55000,,2025-04-02T15:21:42Z,https://www.adzuna.fr/land/ad/5124159655?se=Aor_DfEo8BGFil_oKXcHCQ&utm_medium=api&utm_source=e1ad5111&v=36BDC17997C2DC6481F1AE920FF79FD8FCCC88D8,Unknown,génie civil,fr,génie civil,standard,False,False
Ingénieur génie civil H/F,ALDEBARAN GROUP,"Billère, Pau","ALDEBARAN GROUP Aldebaran Group intervient dans l'Energie et les infrastructures, accompagnant ses clients en France et à l'étranger. L'entreprise aide les clients qui s'engagent à réduire leur impact carbone et environnemental dans les années à venir, en visant à atteindre le zéro net au plus tôt. De même, nous recrutons les meilleurs ingénieurs et managers qui aideront notre client à avancer dans cette direction le plus tôt possible. Cela ne nous limite pas à recruter des spécialistes de l'en…",80000,80000,permanent,2025-05-03T04:20:47Z,https://www.adzuna.fr/land/ad/5177699359?se=Aor_DfEo8BGFil_oKXcHCQ&utm_medium=api&utm_source=e1ad5111&v=33A56E49CAD6CAB8B13B4E029A8524CAFB313DAA,Unknown,génie civil,fr,génie civil,standard,False,False
Chef de chantier génie civil,TEMPORIS,"Rouen, Seine-Maritime","Nous recrutons pour un de nos clients, un Chef de Chantier Génie Civil H/F Notre Client : Spécialiste des travaux ferroviaires Les missions : •Organise et optimise le déroulement des travaux. •Est le garant de la sécurité sur le chantier, et veille au respect du port des EPI. •Établit les demandes de matériel et matériaux. •Organise et distribue les tâches. •Veille au respect du matériel de l'entreprise. •Veille au respect des mesures de sécurité. •Établit les relevés de travaux et rapports jou…",,,permanent,2025-05-02T12:27:28Z,https://www.adzuna.fr/land/ad/5175955414?se=Aor_DfEo8BGFil_oKXcHCQ&utm_medium=api&utm_source=e1ad5111&v=B9A6536E69BD62931D04EA913C5DC13B8DA8CAF6,Unknown,génie civil,fr,génie civil,standard,False,False
Projeteur Génie Civil H/F,Orano,"Montigny-le-Bretonneux, Versailles","Le métier Etudes Génie Civil d'Orano Projets contribue dans le cadre des missions de maîtrise d'oeuvre à la conception et au suivi de réalisation des ouvrages de génie civil d'installations industrielles neuves ou à réhabiliter. Il réalise également des études spécifiques et complexes pour ses clients : diagnostics, expertises ou réexamens. Le périmètre technique englobe les études et travaux relatifs aux terrassements et fondations, gros-oeuvre, charpente métallique, couvertures et bardages ju…",,,,2025-02-04T20:21:01Z,https://www.adzuna.fr/land/ad/5037565241?se=Aor_DfEo8BGFil_oKXcHCQ&utm_medium=api&utm_source=e1ad5111&v=FEFA699A7BB2D8F0C14891FD6B8146C034BB6368,Unknown,génie civil,fr,génie civil,standard,False,False
Alternance - Ingénieur Conception Génie Civil H/F,Edvance,"4ème-Arrondissement, Lyon","Le service GCB (Génie Civil des Bâtiments) est en charge de la conception et des études détaillées des bâtiments de l'îlot nucléaire d'une centrale nucléaire type EPR. Ce que nous pouvons accomplir ensemble : Vous serez intégré(e) dans le groupe Civil Design EPR2, et détaché(e) dans une équipe projet multi-métier, gérée opérationnellement par un architecte. En appui au pilote de conception génie-civil du bâtiment, vous participerez à la production génie civil d'un bâtiment sur le projet EPR2. E…",,,,2025-05-04T05:58:01Z,https://www.adzuna.fr/land/ad/5179740078?se=Aor_DfEo8BGFil_oKXcHCQ&utm_medium=api&utm_source=e1ad5111&v=4B36AFB7F704F2A792C4CD33521D65B56C6B5776,Unknown,génie civil,fr,génie civil,standard,False,False
Alternance - Chef de Chantier Génie Civil H/F,Groupe NGE,"Saint-Cyr-sur-Loire, Tours","Dans le cadre du développement de notre entité NGE GENIE CIVIL. Nous recherchons un Chef de Chantier Génie Civil (F/H) en alternance rattaché à notre agence de Tours (37). A ce titre, au fur et à mesure de la prise de responsabilité dans votre alternance vous serez amené(e), à suivre les travaux dans le domaine du Génie civil de vos chantiers. La finalité de cette alternance sera de vous faire acquérir la position de Chef de chantier autonome sur les aspects suivants : Suivi de la réalisation d…",486,1802,,2025-02-28T05:42:39Z,https://www.adzuna.fr/land/ad/5066479318?se=Aor_DfEo8BGFil_oKXcHCQ&utm_medium=api&utm_source=e1ad5111&v=AB6602AD7DCD622D2AAF7C34F210C0697C927476,Unknown,génie civil,fr,génie civil,standard,False,False
Alternance - Ingénieur Génie Civil - Bim H/F,Edvance,"4ème-Arrondissement, Lyon","Le service Génie civil et Bâtiment (GCB) d'Edvance constitue le pôle de compétences techniques pour les domaines Génie civil et coordination technique des bâtiments. Il contribue à l'ensemble des projets du nucléaire neuf en France et à l'international. Ce que nous pouvons accomplir ensemble : Au sein du service GCB, vous serez intégré(e) dans le groupe en charge du déploiement de la stratégie du BIM pour les différents projets EPR vis-à-vis des activités des fournisseurs externes. Le contexte …",1400,1800,,2025-05-04T05:58:12Z,https://www.adzuna.fr/land/ad/5179740523?se=Aor_DfEo8BGFil_oKXcHCQ&utm_medium=api&utm_source=e1ad5111&v=3C01C24DE750562F2070D551962B61E63EBE9F66,Unknown,génie civil,fr,génie civil,standard,False,True
Alternant Monteur Génie Civil - Terrassier H/F,SPIE CityNetworks,"Taulé, Morlaix","Au sein d'un Centre de Travaux, sous la responsabilité du Chef d'Equipe, vous participerez à nos activités Réseaux Extérieurs en opérant à l'aménagement génie civil du territoire. Vous serez amener à : Réaliser des travaux de terrassements manuels : - Ouverture des tranchées, remblaiement et réfection, préparation et nettoyage du chantier. - Poser de canalisations pour les réseaux, de bordures, de caniveaux, d'éléments préfabriqués. - Réaliser les raccordements nécessaires et garantir leur conf…",,,,2025-03-07T05:12:36Z,https://www.adzuna.fr/land/ad/5080251047?se=Aor_DfEo8BGFil_oKXcHCQ&utm_medium=api&utm_source=e1ad5111&v=45A4E4C715FA05A21CC1C893C1EB06270B74C3E2,Emplois Industrie et Construction,génie civil,fr,génie civil,standard,False,False
Ingénieur Génie Civil - Projets - Etudes - Travaux H/F,SITES,"Saint-Cyr-sur-Loire, Tours","Dans le cadre du développement de projets nucléaire de nouvelle génération (EPR2, SMR), nous renforçons nos équipes en ingénierie pour accompagner nos clients dans la construction de ces installations stratégiques. Nous recherchons des ingénieurs passionnés pour intervenir sur les phases d'études, de suivi et de pilotage des travaux de génie civil : terrassement, géotechnique, VRD, second oeuvre Votre mission : En immersion au sein des équipes techniques du client, vous serez un acteur clé de l…",35000,40000,,2025-04-26T06:04:01Z,https://www.adzuna.fr/land/ad/5163429503?se=Aor_DfEo8BGFil_oKXcHCQ&utm_medium=api&utm_source=e1ad5111&v=7BB31C3A42AF90934D25A2769DDF25C3B3841F8B,Emplois Informatique,génie civil,fr,génie civil,standard,False,False
Technicien d'Affaires Génie Civil H/F,Socotec,"Givet, Charleville-Mézières","La filiale SOCOTEC Power Services dédiée aux énergies décarbonées, regroupe les équipes spécialistes du Nucléaire et des énergies renouvelables (inspection règlementaire et qualité, assistance à maîtrise d'ouvrage, diagnostics structure / équipements, calculs, contrôles non destructifs, performance). SOCOTEC Power Services réalise près de 40M€ de chiffre d'affaires et regroupe plus de 400 collaborateurs experts, tous spécialistes d'une ou plusieurs énergies décarbonées : Nucléaire : 350 personn…",29000,33000,,2025-04-02T18:00:54Z,https://www.adzuna.fr/land/ad/5124463303?se=Aor_DfEo8BGFil_oKXcHCQ&utm_medium=api&utm_source=e1ad5111&v=9C6BD611FDACAD99EE4A082F1F1A8CF9C5173CC5,Unknown,génie civil,fr,génie civil,standard,False,False
Ingénieur Génie Civil Supervision Construction H/F,Groupe Ortec,"Envermeu, Dieppe","Pour renforcer l'équipe déjà constituée sur notre site client (76), vous nous rejoignez en tant que Ingénieur GC en supervision de construction H/F en CDI. Pour cela, vos missions principales sont : - Préparer les travaux - Piloter et coordonner les plans de surveillance - Suivre et piloter les plans d'actions des entreprises de travaux selon le planning établi et en interface avec les services du client - Assurer la performance des travaux - Evaluer les titulaires - Suivre et participer à la g…",,,,2025-04-02T15:21:42Z,https://www.adzuna.fr/land/ad/5124159691?se=Aor_DfEo8BGFil_oKXcHCQ&utm_medium=api&utm_source=e1ad5111&v=14E25A940EFB2BB590516F9A1842E7CBF38F7E7C,Unknown,génie civil,fr,génie civil,standard,False,False
Chef de chantier/Cheffe de chantier Génie Civil,MANPOWER,"Toulouse, Haute-Garonne","Manpower Construction recrute pour l’un de ses clients, acteur de référence dans les travaux publics, un(e) Chef de Chantier Génie Civil (H/F) pour son agence basée à Colomiers , près de Toulouse.  Localisation : Colomiers (31)  Contrat : CDI ️ Secteurs d’activité : Génie civil, terrassement, VRD, infrastructures  Votre rôle : En lien direct avec le Conducteur de travaux, vous supervisez l’exécution des chantiers, veillez au bon déroulement des opérations, et encadrez les équipes sur le terrai…",,,,2025-04-21T04:48:49Z,https://www.adzuna.fr/land/ad/5154913745?se=Aor_DfEo8BGFil_oKXcHCQ&utm_medium=api&utm_source=e1ad5111&v=7A6A5E3603882EDCD77BA21E8A263CBF9FBE1A84,Emplois Ingénierie,génie civil,fr,génie civil,standard,False,False
Chef de Chantier Génie Civil (H/F),NGE - BTP,France,"Transformer chaque chantier en œuvre d’art, bâtir des infrastructures durables pour un monde en mouvement : NGE GENIE CIVIL donne du relief aux territoires. Des ponts qui rapprochent, des tunnels qui ouvrent de nouvelles voies, des ouvrages consolidés pour traverser le temps. Ensemble, construisons des projets en béton ! Notre agence NGE GC , basée à Coin-lès-Cuvry (57) , poursuit le développement de ses activités et recrute son futur Chef de Chantier GC (F/H) . Directement rattaché(e) au Condu…",,,,2025-04-30T07:25:03Z,https://www.adzuna.fr/land/ad/5169960962?se=Aor_DfEo8BGFil_oKXcHCQ&utm_medium=api&utm_source=e1ad5111&v=B683C5F9C61C275DBB71D85BF4FEEE73A310805E,Emplois Ingénierie,génie civil,fr,génie civil,standard,False,False
Dessinateur projeteur Génie Civil H/F,Extia Ingénierie,"Ile-de-France, France","Vous souhaitez rejoindre une entreprise qui place l’humain au cœur de ses préoccupations et l'expertise au centre de ses attentions ? On vous attend chez Extia Ingénierie ! Société de conseil spécialisée dans les métiers de l'ingénierie, elle a pour objectif de créer des partenariats pour co-construire l'industrie de demain. Pour se faire, Extia Ingénierie privilégie une approche qui allie bien-être et performance. Une vision de l'entreprise partagée par 450 Extiens et récompensée par le label …",,,,2025-03-17T02:49:47Z,https://www.adzuna.fr/land/ad/5096814436?se=Aor_DfEo8BGFil_oKXcHCQ&utm_medium=api&utm_source=e1ad5111&v=0A907E9DEEA88274FFD4A1A1F6C6C8D1E199057B,Unknown,génie civil,fr,génie civil,standard,False,False
Chef de chantier (Génie Civil),Pinto,"Villeneuve-d'Ascq, Lille","L'Entreprise PINTO est une P.M.E. indépendante d'une centaine de salariés fondée en 1925, ayant son siège à Fougères et deux agences, une dans le Nord et une en IDF. Notre métier est de concevoir et réaliser au niveau national, des ouvrages de génie civil et des prestations de fondations spéciales pour le traitement de l'eau. Votre mission : Dans le cadre de déplacements Nord de la France et Ile de France (impliquant des déplacements de 4,5 jours/semaine dans 80% des cas) en lien avec un conduc…",,,permanent,2024-08-02T01:19:10Z,https://www.adzuna.fr/land/ad/4806163978?se=Aor_DfEo8BGFil_oKXcHCQ&utm_medium=api&utm_source=e1ad5111&v=134C6E7A81BB14B6FF1D0DD88D3DD46382BA234A,Emplois Comptabilité et Finance,génie civil,fr,génie civil,standard,False,False
Projeteur Génie Civil H/F,Groupe Parlym,"Peyrolles-en-Provence, Aix-en-Provence","Nous sommes à la recherche de nos futurs talents dans le nucléaire pour contribuer à façonner un avenir énergétique sûr et durable. Si vous êtes prêts à relever le défi, venez explorez de nouveaux horizons en tant que Projeteur génie civil H/F. Voici les responsabilités qui vous seront confiées : - Modélisation E3D de structures métalliques et d'ouvrages béton dans des unités neuves et/ou existantes à revamper. Exploitation de relevés lasérométriques. - Production de plans guide et plans de dét…",,,,2025-02-04T20:21:03Z,https://www.adzuna.fr/land/ad/5037565955?se=Aor_DfEo8BGFil_oKXcHCQ&utm_medium=api&utm_source=e1ad5111&v=65271F771F5DC1774E2077C408B09645E17F8626,Unknown,génie civil,fr,génie civil,standard,False,False
Projeteur Génie Civil H/F,B-Hive,"Paris, Ile-de-France","Dans le cadre du développement de nos activités, nous recrutons un Projeteur GC H/F qui aura pour mission : Participer à la synthèse multi-métiers des projets en phase d'études. Élaborer les plans et carnets de détails des études de conception et d'exécution, en coordination avec les architectes et dans le respect des DTU. Collaborer avec les équipes travaux pour actualiser nos bases de données et analyser techniquement les études d'exécution de nos sous-traitants.",,,,2025-04-29T06:39:57Z,https://www.adzuna.fr/land/ad/5167872936?se=Aor_DfEo8BGFil_oKXcHCQ&utm_medium=api&utm_source=e1ad5111&v=2CD8CF546D6CEDEC11DE6FB990EC1B395540CB06,Unknown,génie civil,fr,génie civil,standard,False,False
Ingénieur Conception Génie Civil Nucléaire H/F,ACXES,"Saint-Cyr-sur-Loire, Tours","ACXES, filiale du groupe Ingérop présent dans l'assistance technique propose un poste d'Ingénieur conception génie civil (F/H) pour intervenir dans nos activités nucléaires. Le poste est à pourvoir à Tours. Dans le cadre de la construction des EPR2 sur le site de Penly, nous ouvrons un poste d'Ingénieur génie civil nucléaire. Vos missions consisteront à : - Coordination et direction des interactions entre diverses disciplines et/ou avec les titulaires de marché pour la mise en oeuvre, - Supervi…",37000,44000,,2025-02-04T19:23:10Z,https://www.adzuna.fr/land/ad/5036935367?se=Aor_DfEo8BGFil_oKXcHCQ&utm_medium=api&utm_source=e1ad5111&v=A5ED80F7049111E9746E8A877DF02373CCDC7CC1,Emplois Informatique,génie civil,fr,génie civil,standard,False,False
Ingénieur Etudes Génie Civil - Nucléaire H/F,Groupe Ortec,"Bouches-du-Rhône, Provence-Alpes-Côte d'Azur","Qui sommes nous ? Fort d'un savoir reconnu depuis plus de 30 ans, les équipes d'ingénieurs de l'agence SOM Méditerranée Marseille accompagnent ses clients sur l'ensemble du cycle de vie de leurs projets, et s'adaptent à chacune de leurs préoccupations, garantissant ainsi une prestation de services d'ingénierie complète. Vous nous rejoignez à Marseille (13) en tant que qu' Ingénieur Etudes en Génie Civil H/F. Vos missions seront les suivantes : - Contrôler les documents dans le domaine du génie …",,,,2025-02-04T19:23:05Z,https://www.adzuna.fr/land/ad/5036934008?se=Aor_DfEo8BGFil_oKXcHCQ&utm_medium=api&utm_source=e1ad5111&v=2808E8C276075C635C23E6619BA6037663FAEA48,Unknown,génie civil,fr,génie civil,standard,False,False
Ingénieur Travaux - Génie Civil Nucléaire H/F,Groupe NGE,"Saint-Cyr-sur-Loire, Tours","Dans le cadre du développement de notre activité nucléaire, nous recherchons un Ingénieur Travaux - Génie Civil Nucléaire (F/H). Rattaché à l'agence de Tours (37), vous intervenez notamment pour les centrales de région Centre-Val-de-Loir, vous êtes donc mobile sur ce secteur. Vous assurerez la gestion financière, humaine et matérielle des chantiers, ainsi que la bonne exécution des travaux jusqu'à la livraison. A ce titre, vos principales missions seront : Encadrer les chefs de chantier et ouvr…",,,,2025-04-01T02:57:03Z,https://www.adzuna.fr/land/ad/5120587370?se=Aor_DfEo8BGFil_oKXcHCQ&utm_medium=api&utm_source=e1ad5111&v=85FA4434148D64FE1C89EF26E0CEF74B77177387,Unknown,génie civil,fr,génie civil,standard,False,False
Ingénieur en Génie Civil et Chaussée H/F,HYDROGEOTECHNIQUE,"Couches, Autun","Dans le cadre du développement de notre agence de Chalon-Sur-Saône (71), nous recherchons un(e) Ingénieur(e) en Chaussée, Génie Civil, travaux publics, géotechnique en CDI. Rattaché au directeur de l'entité Labinfra, vous prenez en charge la gestion technique et financière des chantiers et des études chaussées, bétons, enrobés et la rédaction de rapports. Responsabilités - Gestion de projets : piloter des projets de l'agence, de l'étude initiale à la finalisation, avec un suivi rigoureux. - Réd…",38000,42000,,2025-04-02T15:21:35Z,https://www.adzuna.fr/land/ad/5124158847?se=Aor_DfEo8BGFil_oKXcHCQ&utm_medium=api&utm_source=e1ad5111&v=13B7D138A9557DECA00EF36D47D8C6CBAD35EDD7,Emplois Autres/Général,génie civil,fr,génie civil,standard,False,False
Ingénieur Travaux en Géotechnique Génie Civil H/F,Astron,"Rhône, Auvergne-Rhône-Alpes","TES MISSIONS : En tant qu'Ingénieur(e) Travaux en Géotechnique Génie Civil chez Astron, tu seras un acteur clé dans le développement de notre activité. Voici ce qui t'attend : - Assurer la coordination et la gestion des travaux géotechniques sur le terrain, en étroite collaboration avec les équipes opérationnelles. - Superviser les travaux de fondations, de terrassements et de renforcements des sols, en veillant au respect des normes de sécurité et de qualité. - Effectuer des inspections réguli…",30000,55000,,2025-04-02T15:21:46Z,https://www.adzuna.fr/land/ad/5124160143?se=Aor_DfEo8BGFil_oKXcHCQ&utm_medium=api&utm_source=e1ad5111&v=9486A3561A9FAB1878789C7F52FFFA70F4C3930B,Unknown,génie civil,fr,génie civil,standard,False,False
Ingénieur Conception en VRD Génie Civil H/F,Astron,"Rhône, Auvergne-Rhône-Alpes","TES MISSIONS : En tant qu'Ingénieur(e) Conception en VRD Génie Civil chez Astron, tu seras un acteur clé dans le développement de notre activité. Voici ce qui t'attend : - Élaborer la conception des VRD en accord avec les spécifications requises. - Effectuer le dimensionnement des ouvrages - Concevoir des plans et des schémas pour les projets de VRD, en tenant compte des contraintes techniques, réglementaires et environnementales. - Réaliser des études de faisabilité et des analyses pour évalue…",30000,50000,,2025-04-02T15:21:42Z,https://www.adzuna.fr/land/ad/5124159648?se=Aor_DfEo8BGFil_oKXcHCQ&utm_medium=api&utm_source=e1ad5111&v=843C931317624643468F5943BB34A49811D82FB3,Unknown,génie civil,fr,génie civil,standard,False,False
Superviseur Génie Civil H/F,BBTC,France,"Mission principale : Dans le cadre l'implantation d'une nouvelle ligne de production, d'opérations de pérennisation ou d'amélioration, vous intervenez sur des projets en traitant les sujets de bâtiment : génie civil, structures et charpentes métalliques. Mission - Il rapporte à son Chef de Projet GC pour les activités de GC / Structure ; - Il suit les travaux de GC, réalisation des fondations, du radier, du ferraillage et structures ; - Il est responsable dans sa spécialité et dans sa zone d'in…",,,,2025-02-04T20:13:28Z,https://www.adzuna.fr/land/ad/5037444719?se=Aor_DfEo8BGFil_oKXcHCQ&utm_medium=api&utm_source=e1ad5111&v=BD5B17A21930FFBC8E3211E502AD4B6A90B39347,Emplois Fabrication,génie civil,fr,génie civil,standard,False,False
